City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
376,sihanoukville,10.6093,103.5296,297.12,100,75,2.06,KH,1692474310
377,xuchang,34.0167,113.8167,297.55,84,100,2.29,CN,1692474310
378,dunedin,-45.8742,170.5036,282.27,71,1,4.02,NZ,1692474311
379,dongola,19.1667,30.4833,311.58,14,8,6.81,SD,1692474311
380,bryne,58.7354,5.6477,293.96,86,75,6.17,NO,1692474312
381,khandud,36.9513,72.318,290.55,31,42,2.12,AF,1692474312
382,shihezi,44.3,86.0333,296.99,28,0,0.23,CN,1692474313
383,aberystwyth,52.4155,-4.0829,290.31,91,100,5.96,GB,1692474313
384,mil'kovo,55.6078,37.7956,295.42,72,87,1.4,RU,1692474314
385,waingapu,-9.6567,120.2641,297.17,83,100,7.58,ID,1692474314
386,kindu,-2.95,25.95,296.03,88,100,1.69,CD,1692474314
387,le port,-20.9373,55.2919,294.15,95,9,0.65,RE,1692474314
388,pionerskiy,54.9508,20.2275,295.06,85,8,3.46,RU,1692474314
389,lijiang,26.8688,100.2207,288.78,96,100,0.86,CN,1692474315
390,shakiso,5.75,38.9167,291.44,59,100,0.33,ET,1692474315
391,khandyga,62.6667,135.6,287.92,97,100,2.67,RU,1692474316
392,selkirk,50.1436,-96.8845,300.46,26,2,8.12,CA,1692474316
393,remire-montjoly,4.9167,-52.2667,304.17,70,0,6.17,GF,1692474316
394,as sulaymaniyah,35.5611,45.4375,297.39,31,0,1.03,IQ,1692474317
395,laminusa,5.5549,120.9136,301.22,77,99,4.71,PH,1692474317
396,wabag,-5.4781,143.7021,285.2,98,100,0.47,PG,1692474318
